"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Jamaica","JAM","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12652016","11959991.65","14948376","16607072.7","9134474.76","4861221.77","3896723.07","4033323.07","4993323.07","",
"Jamaica","JAM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0495899990200996","0.0609599985182285","","","","","","","","","","","","",
"Jamaica","JAM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","57","89","76","62","56","57","46","53","62","70","57","58.3","46.8","50","36.1","57.4","54.8","47.2","51.1","51.9","39.8","49.4","41.4","50.8","46.6","50.7","","","",
"Jamaica","JAM","Patent applications, nonresidents","IP.PAT.NRES","","","","21","","13","","","","","","","145","153","117","90","98","53","74","67","","","","93","93","","","101","","","77","39","59","64","60","54","77","61","","","90","72","54","41","61","59","132","157","121","110","142","93","82","97","",
"Jamaica","JAM","Patent applications, residents","IP.PAT.RESD","","","","77","","114","","","","","","","7","4","2","2","6","9","10","6","","","","15","10","","","3","","","4","4","6","9","6","7","2","9","","","11","4","15","9","11","10","21","6","15","17","14","20","25","22","",
"Jamaica","JAM","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","641","744","457","541","589","409","479","","","670","471","386","516","485","615","535","770","520","737","677","743","931","1199","1092","1315","1424","1320","1455","1601","1131","1010","1056","1072","1125","1118","1144","991","1161","1254","1310","1387","",
"Jamaica","JAM","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","95","88","150","89","72","177","92","","","202","200","250","202","152","205","227","176","173","277","186","301","325","303","445","568","581","374","320","378","386","359","412","583","679","593","660","827","973","1119","948","760","",
"Jamaica","JAM","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","736","832","607","630","661","586","571","","","872","671","636","718","637","820","762","946","693","1014","863","1044","1256","1502","1537","1883","2005","1694","1775","1979","1517","1369","1468","1655","1804","1711","1804","1818","2134","2373","2258","2147","",
"Jamaica","JAM","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","864066","857795","511199","418125","336421","432535","508589","684967","332111","544351","253779","1015546","369660","1135623","878671","1294491","2469638","6256351","3027015","2860387","4075020","4584643","4346223","",
"Jamaica","JAM","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12551454709397","0.126190688649625","0.0740430548315169","0.0498574236274088","0.0344013060702017","0.0465068666993271","0.0539455078932831","0.0791777647934373","0.0392211653063345","0.058952907935079","0.0313713538630715","0.146368370802033","0.0480437801188272","0.124339861609559","0.0881989994498548","0.113818805511365","0.204570029778513","0.431792941910601","0.514783512650459","0.570252503030911","0.639070214392373","0.626373005364265","0.666527850117362","",
"Jordan","JOR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.336959987878799","","","","","","0.434700012207031","","","","","","",
"Jordan","JOR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","119","142","161","174","176","148","135","130","144","154.1","163.1","200.5","220.4","230.3","246.6","232.5","242.2","250.7","281","274.8","285.4","344.1","411.9","382.6","378","341.8","","","",
"Jordan","JOR","Patent applications, nonresidents","IP.PAT.NRES","","","","25","","62","50","36","49","22","","35","26","38","59","70","28","34","","49","68","91","24","","","","","","","61","","","","","","","","","","","127","147","117","157","141","169","428","507","535","446","429","360","346","357","",
"Jordan","JOR","Patent applications, residents","IP.PAT.RESD","","","","1","","","","","","1","","","3","5","1","","2","1","","","","","","","","","","","","11","","","","","","","","","","","71","52","21","25","42","49","75","59","50","60","45","40","48","35","",
"Jordan","JOR","Trademark applications, direct nonresident","IP.TMK.NRES","","","","430","","550","429","556","434","282","","250","635","426","515","1003","444","734","1008","512","523","549","500","","","","","","","783","","","","","","","","","","","3266","2623","2279","2386","3051","3078","3850","4633","","","4064","4514","4465","4397","",
"Jordan","JOR","Trademark applications, direct resident","IP.TMK.RESD","","","","100","","118","106","65","55","50","","56","79","95","40","87","91","77","252","116","184","142","112","","","","","","","414","","","","","","","","","","","3307","2352","2353","2690","3206","3638","4163","4512","","","1907","2298","2286","2113","",
"Jordan","JOR","Trademark applications, total","IP.TMK.TOTL","","","","530","","668","535","621","489","332","","306","714","521","555","1090","535","811","1260","628","707","691","612","","","","","","","1197","","","","","","","","","","","6573","4975","4632","5076","6257","6716","8013","9145","","","5971","6812","6751","6510","",
"Jordan","JOR","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1962.95983886719","","","","","","","","","","","","","","","","",
"Jordan","JOR","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","722.343322753906","","","","","","","","","","","","","","","","",
"Jordan","JOR","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","886551","7451511","11292868","4914384","7944499","48155615","30195271","","31174411","15081773","48276727","53155024","88645744","49064136","28932292","42689482","34818525","35795070","38553549","42610370","50910351","122342466","115604075","102658495","77614246","",
"Jordan","JOR","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.213474688195955","1.59148556416013","2.81358139812538","1.05929497964582","1.55356285392948","7.8764654352578","4.33264605035449","","5.69624359431602","1.96421243801587","5.71285665608862","8.04291480118248","7.04656223200862","4.15946408916024","1.78206781341778","1.90431515158195","1.38565777242838","1.2306978480798","1.12756016002235","0.916781394213594","1.41337474030626","2.86199389683191","2.51302825584432","2.25436377610586","1.59560638586418","",
"Japan","JPN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14653524495","15500422630","16677754114","18311541939","16834677241","18768647813","19172720512","19897558093","17831143180","",
"Japan","JPN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17655293013","20095621606","23228568013","25700583120","21697984664","26680317334","28989252521","31892291572","31586957364","",
"Japan","JPN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7650101184845","2.82761001586914","2.96020007133484","2.97733998298645","3.00168991088867","3.0744800567627","3.11561989784241","3.14387989044189","3.13319993019104","3.30870008468628","3.40910005569458","3.4614200592041","3.46706008911133","3.35734009742737","3.25394010543823","3.38807010650635","","","",
"Japan","JPN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","25088","","","","29618","31957","30920","34435","36569","38570","39590","44143","43339","46692","47067.9","50345","51462.4","53838.3","55273.8","57101.2","56081.7","56346.5","57231.2","56538.4","55527.3","54469.4","52910.6","51842","49631.9","47043.1","47105.7","","","",
"Japan","JPN","Patent applications, nonresidents","IP.PAT.NRES","","","","17914","19424","21127","23084","23643","25596","28454","30318","27360","29072","29593","27810","24703","25254","25015","24575","23946","25290","","","24977","26119","25503","26030","25976","26984","27787","27752","26026","24699","23726","21940","35061","37629","52407","44716","46926","35342","57433","56601","54909","54665","59118","61614","62793","60892","53281","54517","55030","55783","56705","",
"Japan","JPN","Patent applications, residents","IP.PAT.RESD","","","","53876","55556","60796","62962","61721","71114","77132","100513","78425","101328","115221","121509","135118","135762","135991","141517","150623","165730","","","227708","256195","274348","290132","310908","308775","317353","332952","335564","337498","331774","319261","333770","339045","349211","357379","357531","384201","382815","365204","358184","368416","367960","347060","333498","330110","295315","290081","287580","287013","271731","",
